Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-11-18T08:39:06.461Z","Included","composer-1","No","11573","0","24128","613","36314","0.02"
"2025-11-18T07:38:32.945Z","Included","composer-1","No","6939","0","184576","1448","192963","0.06"
"2025-11-18T07:37:24.467Z","Included","composer-1","No","5542","0","122208","1004","128754","0.04"
"2025-11-18T07:37:02.727Z","Included","composer-1","No","13919","0","98400","1124","113443","0.04"
"2025-11-18T07:35:11.472Z","Included","composer-1","No","24215","0","114496","1985","140696","0.06"
"2025-11-18T07:32:17.795Z","Included","composer-1","No","10003","0","56736","1551","68290","0.03"
"2025-11-18T07:27:53.233Z","Included","composer-1","No","7791","0","60320","582","68693","0.03"
"2025-11-18T07:27:29.810Z","Included","composer-1","No","26370","0","70784","768","97922","0.05"
"2025-11-18T07:18:54.006Z","Included","composer-1","No","24615","0","64800","899","90314","0.04"
"2025-11-18T07:12:29.118Z","Included","composer-1","No","14069","0","11648","405","26122","0.02"
"2025-11-18T07:10:35.565Z","Included","composer-1","No","3089","0","21824","457","25370","0.01"
"2025-11-18T07:10:13.260Z","Included","composer-1","No","18872","0","84672","1375","104919","0.05"
"2025-11-18T06:58:37.539Z","Included","composer-1","No","6394","0","123200","4286","133880","0.05"
"2025-11-18T06:58:28.303Z","Included","composer-1","No","13206","0","18880","840","32926","0.02"
"2025-11-17T15:22:23.112Z","Included","gemini-2.5-pro","No","0","3602","36149","993","40744","0.02"
"2025-11-17T15:21:21.410Z","Included","gemini-2.5-pro","No","0","39082","0","578","39660","0.05"
"2025-11-17T15:16:24.434Z","Included","gemini-2.5-pro","No","0","8000","28692","1127","37819","0.02"
"2025-11-17T15:14:59.829Z","Included","gemini-2.5-pro","No","0","4071","55858","681","60610","0.02"
"2025-11-17T15:14:27.831Z","Included","gemini-2.5-pro","No","0","1538","27954","297","29789","0.01"
"2025-11-17T15:13:26.157Z","Included","gemini-2.5-pro","No","0","1048","27887","528","29463","0.01"
"2025-11-17T15:11:36.800Z","Included","gemini-2.5-pro","No","0","14215","13887","800","28902","0.03"
"2025-11-17T15:09:16.120Z","Included","gemini-2.5-pro","No","0","22821","74269","1437","98527","0.05"
"2025-11-17T15:07:20.177Z","Included","gemini-2.5-pro","No","0","1324","11953","160","13437","0.005"
"2025-11-17T14:50:13.740Z","Included","claude-4.5-sonnet-thinking","No","1953","141","98906","430","101430","0.04"
"2025-11-17T14:49:55.713Z","Included","claude-4.5-sonnet-thinking","No","1480","139","96711","584","98914","0.04"
"2025-11-17T14:49:42.228Z","Included","claude-4.5-sonnet-thinking","No","11549","132","20152","409","32242","0.06"
"2025-11-17T14:48:46.617Z","Included","claude-4.5-sonnet-thinking","No","31568","561","69015","1453","102597","0.16"
"2025-11-17T14:47:27.499Z","Included","claude-4.5-sonnet-thinking","No","2340","520","126422","559","129841","0.06"
"2025-11-17T14:46:50.963Z","Included","claude-4.5-sonnet-thinking","No","3744","141","122794","558","127237","0.06"
"2025-11-17T14:46:04.653Z","Included","claude-4.5-sonnet-thinking","No","4603","131","118192","1678","124604","0.08"
"2025-11-17T14:45:18.284Z","Included","claude-4.5-sonnet-thinking","No","3978","146","174219","955","179298","0.08"
"2025-11-17T14:44:35.316Z","Included","claude-4.5-sonnet-thinking","No","2104","544","170058","908","173614","0.07"
"2025-11-17T14:43:59.812Z","Included","claude-4.5-sonnet-thinking","No","9197","85","47022","338","56642","0.05"
"2025-11-17T14:42:52.425Z","Included","claude-4.5-sonnet-thinking","No","55291","120","97558","3725","156694","0.29"
"2025-11-17T14:41:28.378Z","Included","claude-4.5-sonnet-thinking","No","31723","116","135900","2372","170111","0.20"
"2025-11-17T14:39:41.858Z","Included","claude-4.5-sonnet-thinking","No","53979","171","99780","4139","158069","0.29"
"2025-11-17T14:37:32.257Z","Included","gemini-2.5-pro","No","0","15130","57706","1272","74108","0.04"
"2025-11-17T14:34:24.871Z","Included","gemini-2.5-pro","No","0","32792","0","182","32974","0.04"
"2025-11-17T14:26:34.161Z","Included","gemini-2.5-pro-preview-05-06","No","0","0","0","0","0","0.00"
"2025-11-17T14:24:01.321Z","Included","gemini-2.5-pro","No","0","30171","29545","1319","61035","0.05"
"2025-11-17T14:22:03.804Z","Included","gemini-2.5-pro","No","0","16908","12765","1271","30944","0.04"
"2025-11-17T14:20:32.986Z","Included","gemini-2.5-pro","No","0","40281","119930","162","160373","0.07"
"2025-11-17T14:11:19.264Z","Errored, Not Charged","composer-1","No","7287","8498","335104","2072","352961","0.10"
"2025-11-17T13:48:38.193Z","Included","composer-1","No","63928","7079","172832","943","244782","0.11"
"2025-11-17T13:46:52.292Z","Included","composer-1","No","24568","5627","138048","1646","169889","0.07"
"2025-11-17T13:45:08.481Z","Included","composer-1","No","54220","4005","182240","2163","242628","0.11"
"2025-11-17T13:41:18.226Z","Included","gemini-2.5-pro","No","0","14442","35830","440","50712","0.03"
"2025-11-17T13:40:31.476Z","Included","gemini-2.5-pro","No","0","13423","28138","342","41903","0.02"
"2025-11-17T13:39:55.684Z","Included","gemini-2.5-pro","No","0","10895","50260","395","61550","0.02"
"2025-11-17T13:37:52.973Z","Included","gemini-2.5-pro","No","0","7232","36725","400","44357","0.02"
"2025-11-17T13:36:57.382Z","Included","gemini-2.5-pro","No","0","16090","9491","536","26117","0.03"
"2025-11-17T13:31:11.645Z","Included","composer-1","No","3265","0","81472","698","85435","0.03"
"2025-11-17T13:30:37.403Z","Included","composer-1","No","3352","0","70848","950","75150","0.02"
"2025-11-17T13:28:30.048Z","Included","composer-1","No","3768","0","108160","826","112754","0.03"
"2025-11-17T13:27:54.911Z","Included","composer-1","No","5397","0","93344","1257","99998","0.03"
"2025-11-17T13:27:22.845Z","Included","composer-1","No","16209","0","52416","1145","69770","0.03"
"2025-11-17T13:11:21.300Z","Included","gemini-2.5-pro","No","0","2831","5999","53","8883","0.005"
"2025-11-17T13:11:14.982Z","Included","gemini-2.5-pro","No","0","5493","10193","79","15765","0.01"
"2025-11-17T13:11:11.308Z","Included","gemini-2.5-pro","No","0","0","0","0","0","0.00"
"2025-11-17T13:10:11.101Z","Included","gemini-2.5-pro","No","0","7475","17744","236","25455","0.01"
"2025-11-17T13:10:02.302Z","Included","gemini-2.5-pro","No","0","14828","41056","556","56440","0.03"
"2025-11-17T13:08:15.980Z","Included","gemini-2.5-pro","No","0","3085","6079","65","9229","0.01"
"2025-11-17T13:08:08.148Z","Included","gemini-2.5-pro","No","0","2264","5892","29","8185","0.004"
"2025-11-16T15:01:24.367Z","Included","gemini-2.5-pro","No","0","10794","20111","419","31324","0.02"
"2025-11-16T15:00:38.775Z","Included","gemini-2.5-pro","No","0","3138","9774","93","13005","0.01"
"2025-11-16T14:59:42.508Z","Included","gemini-2.5-pro","No","0","15439","19121","274","34834","0.02"
"2025-11-16T14:57:29.240Z","Included","claude-4.5-sonnet-thinking","No","4363","74","114891","1519","120847","0.07"
"2025-11-16T14:57:06.189Z","Included","claude-4.5-sonnet-thinking","No","2429","76","72538","876","75919","0.04"
"2025-11-16T14:56:38.015Z","Included","claude-4.5-sonnet-thinking","No","4152","226","68392","396","73166","0.04"
"2025-11-16T14:56:03.573Z","Included","claude-4.5-sonnet-thinking","No","23675","625","80620","1978","106898","0.14"
"2025-11-16T14:54:24.704Z","Included","claude-4.5-sonnet-thinking","No","9228","90","289999","4635","303952","0.19"
"2025-11-16T14:54:07.251Z","Included","claude-4.5-sonnet-thinking","No","12083","76","35890","454","48503","0.06"
"2025-11-16T14:53:12.272Z","Included","claude-4.5-sonnet-thinking","No","39136","172","47118","1580","88006","0.19"
"2025-11-16T14:52:19.051Z","Included","claude-4.5-sonnet-thinking","No","14848","377","0","997","16222","0.07"
"2025-11-16T14:44:19.953Z","Included","gemini-2.5-pro","No","0","21634","20358","534","42526","0.03"
"2025-11-16T14:43:59.050Z","Errored, Not Charged","gemini-2.5-pro","No","0","546","9273","94","9913","0.003"
"2025-11-16T14:42:06.526Z","Included","gemini-2.5-pro","No","0","7906","22825","349","31080","0.02"
"2025-11-16T14:39:06.956Z","Included","gemini-2.5-pro","No","0","15405","19188","638","35231","0.03"
"2025-11-16T14:33:11.017Z","Included","claude-4.5-sonnet-thinking","No","8164","740","352707","2497","364108","0.18"
"2025-11-16T14:31:19.843Z","Included","claude-4.5-sonnet-thinking","No","57199","793","146623","895","205510","0.27"
"2025-11-16T14:27:58.939Z","Included","claude-4.5-sonnet-thinking","No","66152","273","577553","15865","659843","0.66"
"2025-11-16T14:27:28.637Z","Included","claude-4.5-sonnet-thinking","No","14487","660","0","950","16097","0.07"
"2025-11-16T14:26:27.686Z","Included","gemini-2.5-pro","No","0","4360","109705","211","114276","0.02"
"2025-11-16T14:25:24.183Z","Included","gemini-2.5-pro","No","0","5593","219230","511","225334","0.04"
"2025-11-16T14:24:20.126Z","Included","gemini-2.5-pro","No","0","10090","211035","640","221765","0.05"
"2025-11-16T14:23:26.305Z","Included","gemini-2.5-pro","No","0","10342","206424","717","217483","0.05"
"2025-11-16T14:21:47.851Z","Included","gemini-2.5-pro","No","0","31594","179697","657","211948","0.07"
"2025-11-16T14:19:06.122Z","Included","gemini-2.5-pro","No","0","14132","89956","454","104542","0.03"
"2025-11-16T14:17:03.107Z","Included","gemini-2.5-pro","No","0","10324","81883","581","92788","0.03"
"2025-11-16T14:14:14.097Z","Included","gemini-2.5-pro","No","0","9723","73890","174","83787","0.02"
"2025-11-16T14:13:24.458Z","Included","gemini-2.5-pro","No","0","9909","65873","328","76110","0.02"
"2025-11-16T14:11:57.830Z","Included","gemini-2.5-pro","No","0","0","0","0","0","0.00"
"2025-11-16T14:11:53.010Z","Included","gemini-2.5-pro","No","0","0","0","0","0","0.00"
"2025-11-16T14:10:19.623Z","Included","gemini-2.5-pro","No","0","16431","46332","180","62943","0.03"
"2025-11-16T14:05:10.836Z","Errored, Not Charged","gemini-2.5-pro","No","0","101003","45966","1165","148134","0.14"
"2025-11-16T14:04:13.723Z","Included","composer-1","No","33227","0","31104","1073","65404","0.05"
"2025-11-16T10:52:23.924Z","Included","composer-1","No","3802","0","250912","1062","255776","0.07"
"2025-11-16T10:51:20.049Z","Included","composer-1","No","54202","0","575744","3108","633054","0.21"
"2025-11-16T10:34:35.799Z","Included","composer-1","No","12808","1626","133312","527","148273","0.05"
"2025-11-16T10:33:46.408Z","Included","composer-1","No","1537","0","191136","5023","197696","0.07"
"2025-11-16T10:33:30.605Z","Included","composer-1","No","2013","0","118272","516","120801","0.03"
"2025-11-16T10:32:58.746Z","Included","composer-1","No","998","0","233632","403","235033","0.06"
"2025-11-16T10:32:51.232Z","Included","composer-1","No","4170","0","167136","490","171796","0.05"
"2025-11-16T10:32:13.855Z","Included","composer-1","No","4955","0","416864","5299","427118","0.13"
"2025-11-16T10:31:49.985Z","Included","composer-1","No","18068","0","75552","1171","94791","0.04"
"2025-11-16T10:31:00.142Z","Included","composer-1","No","17549","0","122656","2180","142385","0.06"
"2025-11-16T10:30:16.769Z","Included","composer-1","No","14952","0","74528","2548","92028","0.04"
"2025-11-16T10:25:35.466Z","Included","composer-1","No","36143","0","167296","2855","206294","0.09"
"2025-11-16T10:23:11.043Z","Included","gemini-2.5-pro","No","0","8106","29140","158","37404","0.02"
"2025-11-16T10:22:23.012Z","Included","gemini-2.5-pro","No","0","14470","9177","321","23968","0.02"
"2025-11-16T10:19:28.976Z","Included","composer-1","No","3762","1352","63904","1375","70393","0.03"
"2025-11-16T10:18:11.955Z","Included","composer-1","No","1809","0","40448","880","43137","0.02"
"2025-11-16T10:17:47.537Z","Included","composer-1","No","1001","0","24032","346","25379","0.01"
"2025-11-16T10:16:19.884Z","Included","composer-1","No","1854","0","32256","858","34968","0.01"
"2025-11-16T10:15:50.079Z","Included","composer-1","No","18791","0","84192","737","103720","0.04"
"2025-11-16T10:13:07.917Z","Included","composer-1","No","15631","0","187424","2517","205572","0.07"
"2025-11-16T10:12:36.047Z","Included","composer-1","No","3728","0","79168","854","83750","0.03"
"2025-11-16T10:11:52.271Z","Included","composer-1","No","7765","0","42208","814","50787","0.02"
"2025-11-16T10:05:45.242Z","Included","gemini-2.5-pro","No","0","1766","85387","676","87829","0.02"
"2025-11-16T10:04:17.912Z","Included","gemini-2.5-pro","No","0","2113","170621","339","173073","0.03"
"2025-11-16T10:03:54.786Z","Included","gemini-2.5-pro","No","0","3929","81494","368","85791","0.02"
"2025-11-16T10:01:56.560Z","Included","gemini-2.5-pro","No","0","5033","77647","648","83328","0.02"
"2025-11-16T10:00:10.986Z","Included","gemini-2.5-pro","No","0","2897","77558","720","81175","0.02"
"2025-11-16T09:59:34.630Z","Included","gemini-2.5-pro","No","0","14108","65933","376","80417","0.03"
"2025-11-16T09:58:23.792Z","Included","gemini-2.5-pro","No","0","4213","130596","519","135328","0.03"
"2025-11-16T09:58:15.583Z","Included","gemini-2.5-pro","No","0","0","0","0","0","0.00"
"2025-11-16T09:57:59.478Z","Included","gemini-2.5-pro","No","0","7459","126650","202","134311","0.03"
"2025-11-16T09:57:34.157Z","Included","gemini-2.5-pro","No","0","3234","61472","936","65642","0.02"
"2025-11-16T09:56:30.265Z","Included","gemini-2.5-pro","No","0","14363","49936","374","64673","0.03"
"2025-11-16T09:54:03.976Z","Included","gemini-2.5-pro","No","0","12926","49890","327","63143","0.03"
"2025-11-16T09:53:17.212Z","Included","gemini-2.5-pro","No","0","32252","136922","1251","170425","0.07"
"2025-11-16T09:49:46.040Z","Included","gemini-2.5-pro","No","0","24315","112408","568","137291","0.05"
"2025-11-16T09:49:28.373Z","Included","gemini-2.5-pro","No","0","5429","37391","233","43053","0.01"
"2025-11-16T09:47:51.692Z","Included","gemini-2.5-pro","No","0","17310","63138","712","81160","0.04"
"2025-11-16T09:44:38.809Z","Included","gemini-2.5-pro","No","0","6504","65588","817","72909","0.02"
"2025-11-16T09:43:51.434Z","Included","gemini-2.5-pro","No","0","4534","29420","395","34349","0.01"
"2025-11-16T09:41:46.272Z","Included","gemini-2.5-pro","No","0","4338","25612","1005","30955","0.02"
"2025-11-16T09:41:18.366Z","Included","gemini-2.5-pro","No","0","7330","50939","473","58742","0.02"
"2025-11-16T09:40:35.486Z","Included","gemini-2.5-pro","No","0","17377","36187","237","53801","0.03"
"2025-11-16T09:39:40.217Z","Included","gemini-2.5-pro","No","0","20416","47072","514","68002","0.04"
"2025-11-16T09:36:52.669Z","Included","gemini-2.5-pro","No","0","5391","102310","330","108031","0.02"
"2025-11-16T09:36:23.473Z","Included","gemini-2.5-pro","No","0","2617","102308","234","105159","0.02"
"2025-11-16T09:36:10.558Z","Included","gemini-2.5-pro","No","0","0","0","0","0","0.00"
"2025-11-16T09:35:40.622Z","Included","gemini-2.5-pro","No","0","4040","98381","288","102709","0.02"
"2025-11-16T09:35:17.870Z","Included","gemini-2.5-pro","No","0","0","0","0","0","0.00"
"2025-11-16T09:33:52.215Z","Included","gemini-2.5-pro","No","0","180040","23543","1820","205403","0.25"
"2025-11-16T09:33:08.679Z","Included","gemini-2.5-pro","No","0","13157","180835","1163","195155","0.05"
"2025-11-16T09:32:01.297Z","Included","gemini-2.5-pro","No","0","8887","10489","961","20337","0.02"
"2025-11-16T09:31:10.870Z","Included","gemini-2.5-pro","No","0","14912","46228","284","61424","0.03"
"2025-11-16T09:28:10.323Z","Included","gemini-2.5-pro","No","0","6461","86453","1270","94184","0.03"
"2025-11-16T09:27:25.035Z","Included","gemini-2.5-pro","No","0","3381","86406","1096","90883","0.03"
"2025-11-16T09:26:29.214Z","Included","gemini-2.5-pro","No","0","13466","74594","1046","89106","0.04"
"2025-11-16T09:24:04.267Z","Included","gemini-2.5-pro","No","0","20544","148662","1234","170440","0.06"
"2025-11-16T09:23:39.924Z","Included","gemini-2.5-pro","No","0","24900","132948","200","158048","0.05"
"2025-11-16T09:22:06.862Z","Included","gemini-2.5-pro","No","0","13799","46512","332","60643","0.03"
"2025-11-16T09:21:06.787Z","Included","gemini-2.5-pro","No","0","50906","111873","2133","164912","0.10"
"2025-11-16T09:19:44.202Z","Included","gemini-2.5-pro","No","0","41819","23990","1102","66911","0.07"
"2025-11-16T09:18:46.887Z","Included","composer-1","No","2222","0","370112","1240","373574","0.10"
"2025-11-16T09:17:26.880Z","Included","composer-1","No","7682","0","466400","1506","475588","0.13"
"2025-11-16T09:16:31.690Z","Included","composer-1","No","8401","0","434560","2712","445673","0.13"
"2025-11-16T09:15:48.525Z","Included","composer-1","No","2451","0","403072","2154","407677","0.11"
"2025-11-16T09:15:36.888Z","Included","composer-1","No","116","0","95232","363","95711","0.03"
"2025-11-16T09:14:54.329Z","Included","composer-1","No","873","0","188320","710","189903","0.05"
"2025-11-16T09:14:10.296Z","Included","composer-1","No","261","0","92448","1132","93841","0.03"
"2025-11-16T09:13:46.821Z","Included","composer-1","No","24636","0","148480","339","173455","0.06"
"2025-11-16T09:06:01.540Z","Included","composer-1","No","34436","0","1019520","9714","1063670","0.33"
"2025-11-16T09:03:59.826Z","Included","composer-1","No","13373","0","322816","4461","340650","0.11"
"2025-11-16T09:01:29.928Z","Included","composer-1","No","6874","0","63136","1060","71070","0.03"
"2025-11-16T09:00:54.133Z","Included","composer-1","No","12617","0","46624","1281","60522","0.03"
